ID,EmailId,UUID,LOCALE,VENDOR_ID,ACCOUNT,STORE,STATUS,NAME,ADDR1,ADDR2,CITY,STATE_PROV,POSTAL,PHONE,SPECIALTY,DEALER_TYPE,COUNTRY,KEY_ACCOUNT,SALES_REP1,SALES_REP2,CREDIT_REP,NB_MINIMUS_FLAG,ROBIS_FLAG,COMPANY,MON_OPEN,MON_CLOSE,TUE_OPEN,TUE_CLOSE,WED_OPEN,WED_CLOSE,THU_OPEN,THU_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,PRODUCT_LINE_SHOE,PRODUCT_LINE_APPAREL,CATEGORY_RUNNING,CATEGORY_WALKING,CATEGORY_TRAINING,CATEGORY_TENNIS,SUBCATEGORY_KIDS,DUNHAM,ARAVON,COBB_HILL,CATEGORY_FOOTBALL,CATEGORY_CRICKET,CATEGORY_LIFESTYLE,PF_FLYERS,InventoryOrganizationCode,ParentOrganizationCode,PrimaryEnterpriseKey,DefaultDistributionRuleId,OwnerKey
3579,,3003930_005,,,3003930,5,active,NEW BALANCE OAKVILLE,1011 UPPER MIDDLE ROAD,,OAKVILLE,ON,L6H4L5,905-337-9393,,New Balance Store,Ca,,,,,,,10,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,9:00pm,9:00am,6:00pm,11:00am,6:00pm,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3590,,0628295_002,,,628295,2,active,NEW BALANCE PUERTO RICO,"CHARDON AVE. #210, STE 104",,SAN JUAN,PR,918,(787)756-2121,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3701,,0880210_001,,,880210,1,active,NEW BALANCE WINSTON-SALEM,THRUWAY SHOPPING CENTER,202-A SOUTH STRATFORD ROAD,WINSTON SALEM,NC,27103,(336) 893-7908,,New Balance Store,US,Procare,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3723,,3007850_001,,,3007850,1,active,NEW BALANCE NANAIMO,103-1825 BOWEN ROAD,,NANAIMO,BC,V9S1H1,250-591-1995,,New Balance Store,Ca,PODIATRY ACCOUNT,,,,,,10,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
3762,,0800115_002,,,800115,2,active,NEW BALANCE WICHITA,"1720 N. WEBB ROAD, SUITE 110",,WICHITA,KS,67206,(316) 558-5702,,New Balance Store,US,,,,,,,10,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,12:00 PM,5:00 PM,Y,Y,Y,Y,Y,Y,Y,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
12070,,N336-000_001,,,N336-000,1,active,New Balance Cranston,168 HILLSIDE RD,,CRANSTON,RI,2920,401-654-4649,,Corporate Store,US,,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,Y,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
12071,,N336-000_002,,,N336-000,2,active,New Balance Lexington,3535 NICHOLASVILLE ROAD,UNIT 928,LEXINGTON,KY,40503,,,Corporate Store,US,,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,Y,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
19250,,0801950_100801950001,,,801950,1.01E+11,active,New Balance Summerlin,2010 FESTIVAL PLAZA DRIVE \ SUITE# 110,,Las Vegas,NV,89135,,,,US,,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,Y,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
19271,,0801850_001,,,801850,1,active,New Balance Las Vegas,3200 LAS VEGAS BLVD. #2720,,Las Vegas,NV,89109,,,,US,,,,,,,10,,,,,,,,,,,,,,,Y,Y,Y,,,,Y,,,,,,Y,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
19278,,9699600_057,,,9699600,57,active,New Balance Kittery,345 US Route 1,#P-028,Kittery,ME,3904,207-439-0710,,Inline,US,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NB_US,NB_STORES,NB_STORES,NB_DG,NB_US
